Page,Codename,URL
Marcelo Madureira,marcelo.madureira1,https://www.facebook.com/351533934979443
Mark Normand,MarkNormandComedy,https://www.facebook.com/21895626989
Sandra Bernhard,sandra.bernhardt.31,https://www.facebook.com/63528331080
Paul Scheer,thepaulscheer,https://www.facebook.com/113247564123
The Real Christopher Titus,therealchristophertitus,https://www.facebook.com/176979062329771
MUNDSTUHL,Mundstuhl.de,https://www.facebook.com/175682667275
Jake Johannsen,jakethis,https://www.facebook.com/111718358921923
Judy Gold,TheJudyGold,https://www.facebook.com/109786798605
Marcos Castro,marcoscct,https://www.facebook.com/234723739877920
Dulcé Sloan,dulcesloan,https://www.facebook.com/164951010422
Sarah Colonna,sarahcolonna,https://www.facebook.com/120635031301531
JennyJohnsonHi5,jennyjohnsonhi5,https://www.facebook.com/146537458738894
Bert Kreischer,BertKreischer,https://www.facebook.com/69523605960
Kyle Kinane,KyleKinane,https://www.facebook.com/136412376413899
Iliza Shlesinger,IlizaShlesinger,https://www.facebook.com/52516413710
Jamie Kennedy,TheJamieKennedy,https://www.facebook.com/391926177590175
Pantelis,PantelisComedy,https://www.facebook.com/329540803845616
Louie Anderson,LouieAnderson,https://www.facebook.com/135612628266
Brian Posehn,TheBrianPosehn,https://www.facebook.com/6840503663
Marcio Ballas,marcioballasfb,https://www.facebook.com/110161412379481
Kira Soltanovich,KiraComedy,https://www.facebook.com/313145324925
Judy Tenuta's Offical Fan Page,JudyTenutaLoveGoddess,https://www.facebook.com/215781282632
Marília Ruiz,MariliaRuiz,https://www.facebook.com/258650950847497
Jason Horton,thejasonhorton,https://www.facebook.com/220340364691565
Ben Bailey,RealBenBailey,https://www.facebook.com/220942527946678
Yannis Pappas,yannispappascomedian,https://www.facebook.com/211449866669
Michael Kosta,michaelkosta,https://www.facebook.com/54710212615
Ian Bagg,ianbaggcomedy,https://www.facebook.com/119881972917
Arden Myrin,ArdenMyrin,https://www.facebook.com/122301537961827
Nore Davis,noredavis,https://www.facebook.com/794892400589300
Greg Fitzsimmons,FitzdogRadio,https://www.facebook.com/107886126411
Hari Kondabolu,harikondabolu,https://www.facebook.com/110827233936
Palhaça Rubra,palhacarubra,https://www.facebook.com/328142457316749
Jimmy Pardo,comedianjimmypardo,https://www.facebook.com/136062646481448
Rey Biannchi,reybiannchioficial,https://www.facebook.com/174173025977539
Chris Porter,comedianChrisPorter,https://www.facebook.com/189431261189419
David Steinberg,TheDavidSteinberg,https://www.facebook.com/22138422315
Rachel Feinstein,,https://www.facebook.com/106588499365027
Jen Kirkman,JenKirkman,https://www.facebook.com/115655326928
Byron Bowers,ByronBowersLive,https://www.facebook.com/101540486139
Greg Warren,gregwarrencomedy,https://www.facebook.com/365919143439621
Jay Pharoah,JayPharoahReal,https://www.facebook.com/103642549691605
Craig Shoemaker,craigshoemakerfanpage,https://www.facebook.com/8869763847
Andrew Sleighter,sleightercomedy,https://www.facebook.com/438764882828753
Jordan Carlos,jordancarlosofficial,https://www.facebook.com/229009937279432
Ester Steinberg,ester.steinberg,https://www.facebook.com/203683586489540
Mary Lynn Rajskub,MaryLynnRajskub,https://www.facebook.com/148243128587953
Dennis Regan - Comedian,,https://www.facebook.com/147424318628419
Andy Bumatai,AndyBumatai,https://www.facebook.com/1506522616297270
Kirk Fox,foxkirk,https://www.facebook.com/133071980042221
DC Benny,dcbennycomedy,https://www.facebook.com/820821057937282
Comedian James Mane,comedianjamesmane,https://www.facebook.com/116186381790373
Pete Holmes,peteholmesshow,https://www.facebook.com/324206592787
Joe Zimmerman,ZimmermanComedy,https://www.facebook.com/112845662146542
Phil Johnson and Roadside Attraction Comedy and Music,philjohnsoncomedy,https://www.facebook.com/150368991676911
Aisha Alfa,AishaAlfaComedy,https://www.facebook.com/234115276663090
Gabe Dinger,GabeDinger,https://www.facebook.com/128908933841028
Cookie Monster,CookieMonster,https://www.facebook.com/343887056586
Heather Anne Campbell,WeLikeHeatherAnneCampbell,https://www.facebook.com/228192310527256
Keith and the Girl,keithandthegirl,https://www.facebook.com/16492114957
Finesse Mitchell,finessemitchell,https://www.facebook.com/194148803215
Ken Reid,kenreidcomedy,https://www.facebook.com/32401600288
Nikki Carr too,Nikkicarrtqs,https://www.facebook.com/567063783402671
Mac Blake,macblake,https://www.facebook.com/1647697942126580
Darren Carter Official Fan Page,DarrenCarterOfficialFanPage,https://www.facebook.com/126820550671559
Scout Durwood,ladyscoutington,https://www.facebook.com/269072229806096
Grant Lyon,grantlyoncomedy,https://www.facebook.com/391243813102
Ron G,comedianrong,https://www.facebook.com/71961959204
Emily Maya Mills,EmilyMayaMills,https://www.facebook.com/914893978561039
Steven Wright,StevenWrightOfficial,https://www.facebook.com/105638529514269
Ross Mathews,HelloRoss,https://www.facebook.com/112308765942
Ben Schwartz,BenSchwartzPage,https://www.facebook.com/126576227375528
Nick Swardson,nickswardsoncomedy,https://www.facebook.com/149131558451356
Jiffy Wild,,https://www.facebook.com/178040502230882
Retta,unfoRETTAble,https://www.facebook.com/432252546804472
Lisa Lampanelli,LisaLampanelli,https://www.facebook.com/6321445508
Aziz Ansari,azizansari,https://www.facebook.com/27067972576
Amy Schumer,AmySchumer,https://www.facebook.com/178803142475
Hannibal Buress,HannibalBuress,https://www.facebook.com/36269151866
Jake and Amir,jakeandamir,https://www.facebook.com/27472435064
The Fat Jewish,THEFATJEWISH,https://www.facebook.com/370783513014218
Chris Gethard,chrisgethard,https://www.facebook.com/280344588842705
Billy Eichner,billyeichnerofficial,https://www.facebook.com/141287712682265
James Cunningham,JamesTellsJokes,https://www.facebook.com/195667940472579
Baron Vaughn,baron.vaughn,https://www.facebook.com/439717729455378
Natasha Leggero,NatashaLeggero,https://www.facebook.com/322175197038
Tim Conway,TimConwayOfficial,https://www.facebook.com/354339281954
Lea DeLaria,OfficialLeaDeLaria,https://www.facebook.com/114178945271
Bo Burnham,,https://www.facebook.com/10947828617
Josh Gad,joshgad,https://www.facebook.com/103049473176951
Tone Bell,OfficialToneBell,https://www.facebook.com/337944343084
Chris D'Elia,chrisdeliaofficial,https://www.facebook.com/94038688911
Ali Wong,aliwong,https://www.facebook.com/152461311486732
Cameron Esposito,cameronjokes,https://www.facebook.com/64075251007
JB Smoove,ohsnapjbsmoove,https://www.facebook.com/147317198708292
Keegan-Michael Key,keeganmichaelkey,https://www.facebook.com/301531176607
Todd Barry,toddbarryfanpage,https://www.facebook.com/19232692936
Al Madrigal,almadrigal,https://www.facebook.com/145088065531548
Beth Stelling,BethStelling,https://www.facebook.com/8691527708
Brent Morin,brentmorinofficial,https://www.facebook.com/480671081975454
Rogério Vilela,RogerioVilelaFC,https://www.facebook.com/192345314155882
Murilo Gun,murilogunfanpage,https://www.facebook.com/264432573188
Daneboe,daneboe,https://www.facebook.com/198092379212
Gabe Erwin,GabeErwin,https://www.facebook.com/429817087180503
Fabiano Cambota,fcambota,https://www.facebook.com/221338518054579
Tim Tayag,timtayagcomedian,https://www.facebook.com/23001448188
David So,Dsocomedy,https://www.facebook.com/209021842448251
Jim Norton,,https://www.facebook.com/14285152340
Fernando Strombeck,ferstrombeck,https://www.facebook.com/165183976914379
Doug Stanhope,officialstanhope,https://www.facebook.com/67482846336
Ari Shaffir Comedian,arishaffirstandup,https://www.facebook.com/332682720239206
Chris Franjola Official Fan Page,Covertocoverfranjola,https://www.facebook.com/121482741210408
Dana Gould,officialdanagould,https://www.facebook.com/175890419184371
SUGAR SAMMY,sugarsammy,https://www.facebook.com/16876285974
Emo Philips,EmoPhilips,https://www.facebook.com/114585628569
Harland Williams,officialharlandwilliams,https://www.facebook.com/147465188702721
Billy Gardell,billygardell,https://www.facebook.com/20228115068
Gary Gulman,GaryGulman,https://www.facebook.com/232581880188887
Tails of Cosmo and Pacman,tails,https://www.facebook.com/385444324856629
Neil Hamburger,neilhamburger,https://www.facebook.com/25187697633
Aka Shop,Lidayi.Page1,https://www.facebook.com/305762409489339
Steven Brody Stevens,StevenBrodyStevens,https://www.facebook.com/190025424362519
Eddie Pepitone Fan Page,PepitoneFans,https://www.facebook.com/139973672702157
Jake Browne,jakebrowne,https://www.facebook.com/524840370888641
Matt Kirshen,MattKirshen,https://www.facebook.com/8762916844
Andy Juett,andyjuettofficial,https://www.facebook.com/819043308173806
Jeffrey Jay,HeyJeffreyJay,https://www.facebook.com/165654313495052
Kevin Moyers,KevinMoyersAbnormal,https://www.facebook.com/235445809841065
Ben Ludmer,benludmer,https://www.facebook.com/204600309564396
Fábio Güeré,oFabioGuere,https://www.facebook.com/116270351791991
Henrique Fedorowicz,henriquewicz,https://www.facebook.com/106075709559390
Marga Gomez,MargaGomezComedy,https://www.facebook.com/42379860711
Dan Levy,danlevyshow,https://www.facebook.com/454671605342
Ever Mainard,evermainard,https://www.facebook.com/57307012073
Curtis Cook,CurtisCookComedy,https://www.facebook.com/775237202588165
Brian Regan,BrianReganComedian,https://www.facebook.com/96560110923
Adam Newman,adamnewmancomedy,https://www.facebook.com/304348219614298
Riley Silverman,rileyjsilverman,https://www.facebook.com/342522071242
Jon Lajoie,jonlajoiecomedy,https://www.facebook.com/66595887848
Aron M Kader,AronMKader,https://www.facebook.com/37490150080
Lydia Popovich,LydiaPopovichComedian,https://www.facebook.com/216043771754037
Zac Maas,maascomedy,https://www.facebook.com/820853334649812
Zak Toscani,ZakToscani1,https://www.facebook.com/715458335247727
Brent Weinbach,BrentWeinbachComedy,https://www.facebook.com/22280018295
Pete Johansson,comicpete,https://www.facebook.com/44087652896
Kurt Braunohler,kurt.braunohler,https://www.facebook.com/619345854817169
Esther Povitsky,ComedianEsther,https://www.facebook.com/329318800544316
Carol Leifer,CarolLeiferPage,https://www.facebook.com/192472234102650
Brandie Posey,BrandiePosey,https://www.facebook.com/219809118070965
Paulo Tadeu,paulotadeuautor,https://www.facebook.com/625342897513512
Monroe Martin III,MonroeMartinIII,https://www.facebook.com/455328281144706
Babs Gray,BabsGrayComedy,https://www.facebook.com/203922979664491
Matt Lieb,mattliebjokes,https://www.facebook.com/32597182787
Kaitlin Colombo,kaitlin.colombo,https://www.facebook.com/20037777016
Drew Hastings,,https://www.facebook.com/152136374853709
Jen Saunderson,JenSaunderson,https://www.facebook.com/141900373254
Dennis aus Hürth,der.echte.dennis,https://www.facebook.com/184091544971768
ANT,comedianant,https://www.facebook.com/8952524226
Jay Larson,comedianJayLarson,https://www.facebook.com/203188443037927
James Adomian,JamesAdomian2,https://www.facebook.com/127609093953808
Josh Johnson,JoshJComedy,https://www.facebook.com/169649246546347
Krystyna Hutchinson,krystynahutch,https://www.facebook.com/101954403482127
Carmen Lynch,CarmenComedian,https://www.facebook.com/118548044850195
Kate Quigley,KateQFunny,https://www.facebook.com/501480196599562
Corinne Fisher,corinnefishercomedy,https://www.facebook.com/397466816935017
Wayne Federman Is Here,FedermanIsHere,https://www.facebook.com/64069240345
Bryan Cook,BryanCookComedy,https://www.facebook.com/923975610994241
Lynne Koplitz Comedy,lynnekoplitzcomedy,https://www.facebook.com/164643323561063
Raj Sivaraman,RajSivaraman,https://www.facebook.com/56400300779
Will Franken,iam.will.franken,https://www.facebook.com/24227660255
Sean Green,seantgreen,https://www.facebook.com/20605348051
Uncalled Four,ItsUncalledFour,https://www.facebook.com/628653237280613
Maria Shehata,MariaShehata,https://www.facebook.com/477488952271580
Jeff Klinger,jeffklingerfans,https://www.facebook.com/317693928321663
Mary Holland,maryhollandofficial,https://www.facebook.com/716068158519018
Cory Kahaney,,https://www.facebook.com/176298735769163
Dan Ahdoot,danahdoot,https://www.facebook.com/256350514379828
DNA,bookDNA,https://www.facebook.com/337645043087497
Ahmed Bharoocha,ahmedcomedy,https://www.facebook.com/92813473095
Andy Kindler,,https://www.facebook.com/134047043329950
clinton jackson,theclintonjacksonshow,https://www.facebook.com/116378685060331
Emily Levine,emily.oracle,https://www.facebook.com/100985724352
Lisa Landry,mslisalandry,https://www.facebook.com/352465810017
Kevin Nealon,kevinnealon,https://www.facebook.com/15978657483
Laff It Off,GWLaffItOff,https://www.facebook.com/260107130807886
Shaun Diston,shaundistonofficial,https://www.facebook.com/725796110871407
Jessica Sele,JessicaSeleComedy,https://www.facebook.com/114413111948510
Sex Nerd Sandra,SexNerdSandra,https://www.facebook.com/136454983046836
Thecomputernerd01,Thecomputernerd01,https://www.facebook.com/261014737832
Owen Smith,owensmith4real,https://www.facebook.com/53206148088
Top Trending,TopTrending,https://www.facebook.com/448056688649481
